100
30
0.37444,0.5855,0.60241,0.60342
0.37011,0.5821,0.60832,0.59829
0.36332,0.58207,0.61544,0.59367
0.35769,0.5789,0.62174,0.58897
0.35176,0.57678,0.62799,0.58324
0.34807,0.57275,0.63606,0.57984
0.34412,0.56828,0.64258,0.57771
0.34411,0.56575,0.64099,0.57646
0.34522,0.56481,0.0,0.0
0.34731,0.56176,0.66723,0.5637
0.3506,0.55827,0.67108,0.56333
0.35688,0.56026,0.67788,0.56139
0.36743,0.55438,0.68674,0.56045
0.3803,0.54877,0.69315,0.56117
0.39879,0.55212,0.69919,0.56305
0.41638,0.55215,0.70589,0.56793
0.4303,0.55009,0.71392,0.573
0.0,0.0,0.72227,0.57863
0.4781,0.54797,0.73029,0.58249
0.48874,0.54838,0.73606,0.58371
0.49651,0.54725,0.7406,0.58555
0.50439,0.54917,0.74448,0.58482
0.51148,0.55049,0.74687,0.58397
0.5165,0.55376,0.74868,0.58304
0.51929,0.55978,0.74882,0.58226
0.52225,0.56078,0.74836,0.58315
0.5255,0.5663,0.74882,0.58298
0.52827,0.56764,0.74908,0.58488
0.52851,0.57528,0.74738,0.58969
0.52983,0.58093,0.74807,0.5953
33
0.46811,0.48279,0.5375,0.5605
0.4758,0.47998,0.52956,0.53911
0.47706,0.4835,0.52496,0.52175
0.47313,0.50156,0.51822,0.50544
0.0,0.0,0.49016,0.50473
0.0,0.0,0.48651,0.50637
0.0,0.0,0.48615,0.49609
0.48259,0.48799,0.50886,0.46144
0.47779,0.48491,0.51059,0.45555
0.46784,0.46946,0.51339,0.44946
0.46041,0.45591,0.51451,0.44676
0.44921,0.45501,0.51954,0.44284
0.44035,0.44155,0.52072,0.44155
0.43365,0.42951,0.52236,0.43945
0.42791,0.42781,0.52385,0.4392
0.41646,0.42777,0.52726,0.43978
0.40706,0.43172,0.52869,0.441
0.39355,0.43927,0.52864,0.44014
0.37774,0.44766,0.53097,0.44214
0.36274,0.46243,0.53213,0.44259
0.35017,0.48022,0.53348,0.44237
0.33895,0.49953,0.53307,0.44184
0.0,0.0,0.31703,0.51657
0.0,0.0,0.53319,0.44333
0.28204,0.60763,0.53458,0.44553
0.0,0.0,0.53413,0.44559
0.27244,0.65404,0.53402,0.44436
0.25794,0.68603,0.53422,0.44453
0.25283,0.71457,0.53352,0.44463
0.25254,0.73325,0.53487,0.44502
0.26093,0.73531,0.53153,0.44659
0.27251,0.73425,0.5341,0.44941
0.28375,0.73418,0.53187,0.45086
19
0.43407,0.45124,0.58133,0.46962
0.43316,0.45854,0.58435,0.45699
0.43676,0.47095,0.58862,0.44649
0.43936,0.49041,0.59188,0.43874
0.44184,0.50356,0.5956,0.43414
0.44294,0.51241,0.59989,0.43252
0.44649,0.50677,0.60362,0.43174
0.4517,0.49714,0.60594,0.43495
0.4523,0.48132,0.60593,0.43802
0.45046,0.46753,0.60578,0.44102
0.44789,0.45769,0.60356,0.4438
0.44302,0.45314,0.59949,0.44785
0.44135,0.45467,0.59437,0.44972
0.44108,0.46038,0.58864,0.4523
0.44208,0.46548,0.58342,0.45267
0.44216,0.47145,0.57923,0.45338
0.44562,0.47552,0.57726,0.45418
0.44912,0.47799,0.57687,0.45393
0.45073,0.48179,0.57681,0.45646
19
0.45715,0.44274,0.57028,0.43582
0.45316,0.43083,0.56919,0.42916
0.45504,0.42713,0.56876,0.4299
0.45249,0.4249,0.5694,0.42822
